file,split,question_id,question_desc,mistake_agent,mistake_step,mistake_reason,standardized
64.json,Algorithm-Generated,b4cc024b-3f5e-480e-b96a-6656493255b5,The photograph in the Whitney Museum of American Art's collection with accession number 2022.128 shows a person holding a book. Which military unit did the author of this book join in 1813? Answer without using articles.,MilitaryHistory_Expert,1,"The code provided by MilitaryHistory_Expert is unreasonable, as it is overly hasty. He should investigate step by step instead of attempting to find the solution all at once.",Premature solution synthesis without systematic intermediate reasoning
65.json,Algorithm-Generated,05407167-39ec-4d3a-a234-73a9120c325d,"In the 2018 VSCode blog post on replit.com, what was the command they clicked on in the last video to remove extra lines?",VideoContentAnalysis_Expert,1,The code is incorrect for the task.,Incorrect algorithm or logic for the problem.
66.json,Algorithm-Generated,87c610df-bef7-4932-b950-1d83ef4e282b,"In April of 1977, who was the Prime Minister of the first place mentioned by name in the Book of Esther (in the New International Version)?",BiblicalScholar_Expert,1,The agent made an error in identifying the first place mentioned by name in the Book of Esther (NIV). It incorrectly identified 'Susa' as the first place mentioned.,Incorrect identification of primary referenced entity.
67.json,Algorithm-Generated,8b3379c0-0981-4f5b-8407-6444610cb212,What is the maximum length in meters of #9 in the first National Geographic short on YouTube that was ever released according to the Monterey Bay Aquarium website? Just give the number.,Verification_Expert,4,The expert did not perform any verifications and instead directly gave the conclusion.,Failure to verify information before providing a conclusion.
68.json,Algorithm-Generated,c365c1c7-a3db-4d5e-a9a1-66f56eae7865,"Of the cities within the United States where U.S. presidents were born, which two are the farthest apart from the westernmost to the easternmost going east, giving the city names only? Give them to me in alphabetical order, in a comma-separated list",Verification_Expert,3,"The expert made a factual error. The execution result is Braintree, Massachusetts, and Honolulu, Hawaii, rather than Honolulu, Hawaii, and Quincy, Massachusetts.",Incorrect factual substitution within valid result set.
69.json,Algorithm-Generated,9d191bce-651d-4746-be2d-7ef8ecadb9c2,"Examine the video at https://www.youtube.com/watch?v=1htKBjuUWec.

What does Teal'c say in response to the question ""Isn't that hot?""",VideoContentAnalysis_Expert,1,The code is wrong,Agent provided factually incorrect or nonsensical output.
70.json,Algorithm-Generated,14569e28-c88c-43e4-8c32-097d35b9a67d,"In Unlambda, what exact charcter or text needs to be added to correct the following code to output ""For penguins""? If what is needed is a character, answer with the name of the character. If there are different names for the character, use the shortest. The text location is not needed. Code:

`r```````````.F.o.r. .p.e.n.g.u.i.n.si",PythonDebugging_Expert,0,The question is not related to Python. He misunderstood the problem and failed to solve it.,Task domain misidentification
71.json,Algorithm-Generated,ecbc4f94-95a3-4cc7-b255-6741a458a625,How many images are there in the latest 2022 Lego english wikipedia article?,DataExtraction_Expert,1,The code provided by DataExtraction_Expert is incorrect. Executing the code did not yield the correct information.,Incorrect or malformed code execution by a dependent agent.
72.json,Algorithm-Generated,7619a514-5fa8-43ef-9143-83b66a43d7a4,"According to github, when was Regression added to the oldest closed numpy.polynomial issue that has the Regression label in MM/DD/YY?",API_Expert,8,The time of the oldest closed issue is not the same as the time when the 'Regression' label was added to the issue. The agent should have retrieved the event when the label was added to determine the correct date.,Failure to verify temporal correlation between event and metadata annotation.
73.json,Algorithm-Generated,4b6bb5f7-f634-410e-815d-e673ab7f8632,"In Series 9, Episode 11 of Doctor Who, the Doctor is trapped inside an ever-shifting maze. What is this location called in the official script for the episode? Give the setting exactly as it appears in the first scene heading.",VideoAnalysis_Expert,1,"The expert provided the setting as 'INT. CASTLE BEDROOM' instead of the correct setting, 'THE CASTLE.'",Incorrect abstraction of environmental context.
74.json,Algorithm-Generated,5188369a-3bbe-43d8-8b94-11558f909a08,"What writer is quoted by Merriam-Webster for the Word of the Day from June 27, 2022?",MerriamWebsterWordOfTheDay_Historian_Expert,4,The code provided by MerriamWebsterWordOfTheDay_Historian_Expert is incorrect. Executing the code did not return the correct information.,Agent executed code with incorrect or non-functional logic.
75.json,Algorithm-Generated,0b260a57-3f3a-4405-9f29-6d7a1012dbfb,"On ScienceDirect, what is the difference to 3 decimal places in the sample standard deviations of the number of Reference Works in each Life Science domain compared to Health Sciences as of 2022?",Data_Collection_Expert,1,"The data provided by the Data_Collection_Expert for the reference works in Life Science and Health Sciences is incorrect or hypothetical, leading to an incorrect calculation of standard deviations and their difference.",Inaccurate or fabricated source data provided to downstream agents.
76.json,Algorithm-Generated,a0c07678-e491-4bbc-8f0b-07405144218f,"Who are the pitchers with the number before and after Taishō Tamai's number as of July 2023? Give them to me in the form Pitcher Before, Pitcher After, use their last names only, in Roman characters.",Validation_Expert,5,"The expert wrote code with bugs multiple times, leading to the exhaustion of the step limits.",Agent exceeded computational resource limits due to repeated faulty execution.
77.json,Algorithm-Generated,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,"In the video https://www.youtube.com/watch?v=L1vXCYZAYYM, what is the highest number of bird species to be on camera simultaneously?",YouTubeDownload_Expert,0,"The agent assumes that the video is available for download, exhausting the step limit.",Failure due to incorrect resource availability assumption.
78.json,Algorithm-Generated,65638e28-7f37-4fa7-b7b9-8c19bb609879,"The book with the doi 10.1353/book.24372 concerns a certain neurologist. According to chapter 2 of the book, what author influenced this neurologist’s belief in “endopsychic myths”? Give the last name only.",Neurology_Expert,9,"The expert should not suggest manual inspection. Instead, they should use relevant tools or methods to extract the required information. Additionally, too many incorrect codes are being suggested.",Inappropriate solution approach and excessive incorrect suggestions.
79.json,Algorithm-Generated,e8cb5b03-41e0-4086-99e5-f6806cd97211,"I went to Virtue restaurant & bar in Chicago for my birthday on March 22, 2021 and the main course I had was delicious!  Unfortunately, when I went back about a month later on April 21, it was no longer on the dinner menu.  Using the Wayback Machine, can you help me figure out which main course was on the dinner menu for Virtue on March 22, 2021 but not April 21, 2021? Answer using the singular form, without articles.",WaybackMachine_Expert,1,The code provided by WaybackMachine_Expert is not reasonable.,Agent provided logically inconsistent or invalid solution.
80.json,Algorithm-Generated,0bdb7c40-671d-4ad1-9ce3-986b159c0ddc,"In NASA's Astronomy Picture of the Day on 2006 January 21, two astronauts are visible, with one appearing much smaller than the other. As of August 2023, out of the astronauts in the NASA Astronaut Group that the smaller astronaut was a member of, which one spent the least time in space, and how many minutes did he spend in space, rounded to the nearest minute? Exclude any astronauts who did not spend any time in space. Give the last name of the astronaut, separated from the number of minutes by a semicolon.",PythonDebugging_Expert,0,The experts incorrectly present the problems.,Incorrect problem decomposition or task allocation.
81.json,Algorithm-Generated,a56f1527-3abf-41d6-91f8-7296d6336c3f,"The cover of the August 2021 issue of Vogue shows a famous landmark in the background behind some trees. How tall is this monument in yards, rounded to the nearest yard? Give the number only.",DataVerification_Expert,5,The expert doesn't take any action to analyze the image but directly reaches the conclusion that the background is the Eiffel Tower.,Agent bypassed analysis and made an unverified assumption.
82.json,Algorithm-Generated,e1fc63a2-da7a-432f-be78-7c4a95598703,"If Eliud Kipchoge could maintain his record-making marathon pace indefinitely, how many thousand hours would it take him to run the distance between the Earth and the Moon its closest approach? Please use the minimum perigee value on the Wikipedia page for the Moon when carrying out your calculation. Round your result to the nearest 1000 hours and do not use any comma separators if necessary.",Marathon_Expert,4,"The agent made a mistake in rounding the calculated time to the nearest 1,000 hours. The calculated time was approximately 16,788.35 hours, which should have been rounded to 17,000 hours. However, the agent incorrectly rounded the value to 16,000 hours instead.",Incorrect rounding of a numerical result to a specified precision.
83.json,Algorithm-Generated,48eb8242-1099-4c26-95d4-ef22b002457a,How many nonindigenous crocodiles were found in Florida from the year 2000 through 2020? You can get the data from the USGS Nonindigenous Aquatic Species database.,DataAnalysis_Expert,8,The agent failed to locate the correct URL for the dataset from the USGS Nonindigenous Aquatic Species database.,Failure to locate required external data source.
84.json,Algorithm-Generated,cca530fc-4052-43b2-b130-b30968d8aa44,Review the chess position provided in the image. It is black's turn. Provide the correct next move for black which guarantees a win. Please provide your response in algebraic notation.,Chess_Expert,7,The agent directly reaches a conclusion without taking any actual actions.,Premature conclusion without action execution.
85.json,Algorithm-Generated,624cbf11-6a41-4692-af9c-36b3e5ca3130,What's the last line of the rhyme under the flavor name on the headstone visible in the background of the photo of the oldest flavor's headstone in the Ben & Jerry's online flavor graveyard as of the end of 2022?,BenAndJerrysFlavors_Expert,6,"Incorrectly identified the background headstone in the photo of Dastardly Mash as Crème Brulee, leading to the extraction of the wrong last line of the rhyme.",Misidentification of primary target within a multi-source context.
86.json,Algorithm-Generated,72e110e7-464c-453c-a309-90a95aed6538,"Under DDC 633 on Bielefeld University Library's BASE, as of 2020, from what country was the unknown language article with a flag unique from the others?",Library_Database_Expert,0,The code is not appropriate for the task.,Inappropriate tool or method selection for problem context.
87.json,Algorithm-Generated,f46b4380-207e-4434-820b-f32ce04ae2a4,"It is 1999. Before you party like it is 1999, please assist me in settling a bet.

Fiona Apple and Paula Cole released albums prior to 1999. Of these albums, which didn't receive a letter grade from Robert Christgau? Provide your answer as a comma delimited list of album titles, sorted alphabetically.",Music_Critic_Expert,1,"According to the answer, the album Tidal by Fiona Apple did not receive a letter grade from Robert Christgau. However, the Music_Critic_Expert stated that the album Tidal received a grade of B from him.",Agent provided factually incorrect information.
88.json,Algorithm-Generated,08cae58d-4084-4616-b6dd-dd6534e4825b,"According to Google Finance, when was the first year the Apple stock went above $50 (without adjusting for stock split)?",FinancialData_Expert,0,The code provided by FinancialData_Expert is incorrect.,Agent provided incorrect or inaccurate data.
89.json,Algorithm-Generated,3f57289b-8c60-48be-bd80-01f8099ca449,How many at bats did the Yankee with the most walks in the 1977 regular season have that same season?,Validation_Expert,8,Give the wrong final answer and directly reach an incorrect conclusion.,Incorrect final answer due to premature conclusion.
90.json,Algorithm-Generated,c8b7e059-c60d-472e-ad64-3b04ae1166dc,"The work referenced in footnote 397 of Federico Lauria's 2014 dissertation is also the source for the titles of two paintings in the Smithsonian American Art Museum's collection, as of August 2023. What is the absolute difference between the chapter numbers of the chapters that the titles of these two paintings quote?",Federico_Lauria_Expert,5,"The agent should use Python to obtain the website content and extract the chapter numbers quoted in the titles of the paintings. Instead, it is suggested to manually extract the chapter numbers from the painting titles.",Agent bypassed automated data extraction for manual method.
91.json,Algorithm-Generated,32102e3e-d12a-4209-9163-7b3a104efe5d,"The attached spreadsheet shows the inventory for a movie and video game rental store in Seattle, Washington. What is the title of the oldest Blu-Ray recorded in this spreadsheet? Return it as appearing in the spreadsheet.",Blu-Ray_Expert,8,"The agent made a mistake in handling the NaN values in the 'Platform' column by dropping all NaN values from the DataFrame. As a result, entries with missing 'Platform' values were removed, leading the code to incorrectly report that no Blu-Ray entries were found in the inventory.",Incorrect handling of missing data leading to erroneous data filtering.
92.json,Algorithm-Generated,27d5d136-8563-469e-92bf-fd103c28b57c,"¬(A ∧ B) ↔ (¬A ∨ ¬B)
¬(A ∨ B) ↔ (¬A ∧ ¬B)
(A → B) ↔ (¬B → ¬A)
(A → B) ↔ (¬A ∨ B)
(¬A → B) ↔ (A ∨ ¬B)
¬(A → B) ↔ (A ∧ ¬B)

Which of the above is not logically equivalent to the rest? Provide the full statement that doesn't fit.",PythonDebugging_Expert,0,The proposed method to solve the problem is incorrect because no Python code is provided.,Failure to implement required functionality or provide executable solution.
93.json,Algorithm-Generated,08c0b6e9-1b43-4c2e-ae55-4e3fce2c2715,"In the film Goldfinger, what color was the object that James Bond concealed himself and his companion Pussy Galore at the end of the film? If there are multiple colors, put them in a comma-separated list in alphabetical order.",FilmCritic_Expert,4,The experts provide factual inaccuracies.,Factual inaccuracy in generated information.
94.json,Algorithm-Generated,0383a3ee-47a7-41a4-b493-519bdefe0488,"On the BBC Earth YouTube video of the Top 5 Silliest Animal Moments, what species of bird is featured?",AnimalBehavior_Expert,8,The AnimalBehavior_Expert provides no useful information.,Agent lacks required domain knowledge or data.
95.json,Algorithm-Generated,46719c30-f4c3-4cad-be07-d5cb21eee6bb,"Of the authors (First M. Last) that worked on the paper ""Pie Menus or Linear Menus, Which Is Better?"" in 2015, what was the title of the first paper authored by the one that had authored prior papers?",AcademicPublication_Expert,5,The expert failed to identify the correct title of the first paper authored by Pietro Murano.,Agent misidentified historical sequence of agent outputs.
96.json,Algorithm-Generated,a26649c6-1cb2-470a-871e-6910c64c3e53,"What is the absolute difference in tens of thousands between the population of chinstrap penguins on the Wikipedia page for penguin species populations as of the end of 2018 and the population recorded in the Nature.com ""global population assessment of the Chinstrap penguin"" article from 2020, assuming two penguins per breeding pair?",Data_Retrieval_Expert,1,"The expert didn't import the necessary tables, leading to the exhaustion of the step limits.",Agent exceeded step limits due to missing prerequisite data imports.
97.json,Algorithm-Generated,4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,Who nominated the only Featured Article on English Wikipedia about a dinosaur that was promoted in November 2016?,WikipediaHistory_Expert,2,The code provided by WikipediaHistory_Expert is incorrect and does not return any useful results.,Agent provided incorrect or non-functional code.
98.json,Algorithm-Generated,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,"Here's a fun riddle that I think you'll enjoy.

You have been selected to play the final round of the hit new game show ""Pick That Ping-Pong"". In this round, you will be competing for a large cash prize. Your job will be to pick one of several different numbered ping-pong balls, and then the game will commence. The host describes how the game works.

A device consisting of a winding clear ramp and a series of pistons controls the outcome of the game. The ramp feeds balls onto a platform. The platform has room for three ping-pong balls at a time. The three balls on the platform are each aligned with one of three pistons. At each stage of the game, one of the three pistons will randomly fire, ejecting the ball it strikes. If the piston ejects the ball in the first position on the platform the balls in the second and third position on the platform each advance one space, and the next ball on the ramp advances to the third position. If the piston ejects the ball in the second position, the ball in the first position is released and rolls away, the ball in the third position advances two spaces to occupy the first position, and the next two balls on the ramp advance to occupy the second and third positions on the platform. If the piston ejects the ball in the third position, the ball in the first position is released and rolls away, the ball in the second position advances one space to occupy the first position, and the next two balls on the ramp advance to occupy the second and third positions on the platform.

The ramp begins with 100 numbered ping-pong balls, arranged in ascending order from 1 to 100. The host activates the machine and the first three balls, numbered 1, 2, and 3, advance to the platform. Before the random firing of the pistons begins, you are asked which of the 100 balls you would like to pick. If your pick is ejected by one of the pistons, you win the grand prize, $10,000.

Which ball should you choose to maximize your odds of winning the big prize? Please provide your answer as the number of the ball selected.",Probability_Expert,1,"The agent made an error in the simulation implementation, resulting in an incorrect outcome.",Simulation logic flaw due to incorrect state transition modeling.
99.json,Algorithm-Generated,99da66d8af02491f98b98c56b26c709e773b5a2ad945fb280375951ba600de09,"How much will I save by getting annual passes for a group of 4 adults and 1 student for the Philadelphia Museum of Art, compared to buying daily tickets, if we visit 5 times in a year (all non-consecutive days)?",Verification_Expert,2,"The price in this Python program is not the actual price, yet the Verification_Expert directly used it for calculation.",Agent used unverified data for critical calculation.
100.json,Algorithm-Generated,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,What is the highest rated (according to IMDB) Daniel Craig movie that is less than 150 minutes and is available on Netflix (US)?,Movie_Expert,2,The Movie_Expert provides an incorrect list of Daniel Craig movies with a duration of less than 150 minutes. The expert should take the necessary steps to obtain accurate information. These inaccuracies result in the failure of subsequent processes and exhaust the step limit.,Agent provided inaccurate foundational data to downstream processes.
101.json,Algorithm-Generated,57d9dc6935e8a40b02e7f8ec81768fe70e68a0c05f6866927c9fda38db38a486,"How much will I save by getting annual passes for my family (2 adults, 1 kid age 5, 1 kid age 2) for the Seattle Children Museum, compared to buying daily tickets, if we visit 4 times in a year?",Tickets_Pricing_Expert,2,The Tickets_Pricing_Expert provides incorrect ticket prices. The expert should take the necessary steps to obtain accurate information. These inaccuracies result in the failure of subsequent processes.,Agent provided inaccurate foundational data.
102.json,Algorithm-Generated,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,What is the highest rated (according to IMDB) Isabelle Adjani feature film that is less than 2 hours and is available on Vudu (now called Fandango at Home) to buy or rent?,Filmography_Expert,1,The list of films provided by the Filmography_Expert is incorrect.,Agent provided inaccurate or incomplete information.
103.json,Algorithm-Generated,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,What is the closest eatery to Harkness Memorial State Park that is still open at 11pm on Wednesdays?,DataVerification_Expert,3,The Python code is incorrect.,Agent execution logic contains programming errors.
104.json,Algorithm-Generated,291b53e665b4dd4365cde995042db4a6f6fecef3fe3a6f4482f23d61bd673918,What is the link to the GFF3 file for beluga whales that was the most recent one on 20/10/2020?,PythonDebugging_Expert,0,The assistant provides an incorrect plan in response to an inaccurate question.,Incorrect plan generated from flawed user query.
105.json,Algorithm-Generated,b36ef2d8f2643b80e74a44ce3403f674ecb2aed7fd36afeaa289061a59feef92,Which gyms near Tompkins Square Park (<200m) have fitness classes before 7am?,Verification_Expert,6,"The Verification_Expert fails to identify issues with other agents, namely the Fitness_Expert and Local_Knowledge_Expert, who are not providing accurate information. These agents should utilize tools such as Python to obtain the correct data.",Failure in cross-agent verification and error detection.
106.json,Algorithm-Generated,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,"What's the highest price a high-rise apartment was sold for in Mission Bay, San Francisco, in 2021?",DataAnalysis_Expert,0,"The information provided initially is incorrect, leading to an incorrect conclusion.",Incorrect or unreliable initial information provided.
107.json,Algorithm-Generated,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,The dog genome was first mapped in 2004 and has been updated several times since. What is the link to the files that were most relevant in May 2020?,Verification_Expert,6,"The verification process is incorrect. It should provide the most relevant link; instead, it provides a summary of the search results.",Incorrect verification of result relevance.
108.json,Algorithm-Generated,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,Which member of Apple’s Board of Directors did not hold C-suite positions at their companies when they joined the board?,Corporate_Governance_Expert,8,The expert should continue examining the search results for the remaining board members to finalize the findings.,Incomplete information gathering before finalizing analysis.
109.json,Algorithm-Generated,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Which supermarkets within 2 blocks of Lincoln Park in Chicago have ready-to-eat salad for under $15?,Verification_Expert,1,"The agent incorrectly assumes that there are 20 blocks per mile. According to available sources, in Chicago, one mile consists of 16 east-west blocks or 8 north-south blocks.",Incorrect conversion factor or unit assumption in spatial reasoning.
110.json,Algorithm-Generated,a9074997e698f912b9e751779ea19c1e92fa148404e90e0ae997acea3f9559b0,What are hikes in Yellowstone that have been recommended by at least three different people with kids and are highly rated on TripAdvisor (an average from 4.5/5 from at least 50 reviews)?,Verification_Expert,5,"The Verification_Expert generates an inaccurate summary of the search results and overlooks the original query, which specifies that the recommendation must come from at least three different individuals with children. By failing to consider children as a prerequisite, this oversight ultimately results in the failure of the task.",Failure to verify critical query constraints during result synthesis.
111.json,Algorithm-Generated,2aa5dd83fbcd0dce9a3dd4592106e5b5edf738008d932e357d477bba80e59ccf,"Based on recent years (2020-2023), how likely am I to hit a rainy day (at least 0.5mm of precipitation) if I travel to Seattle during the first week of September? (provide the answer in percentage)",Verification_Expert,8,"The Verification_Expert does not question the 0% result, which is highly unusual. It should take responsibility for further verifying the outcome and raising concerns with other agents.",Failure to challenge improbable results during verification.
112.json,Algorithm-Generated,e2dc3a6b10b762e8aba7fa4d4e70f757f6d04dcbc8b56c48fc53fd9928d31d07,"Based on the last decade (2014-2023), what is the likelihood that it will snow on New Year’s Eve in Chicago? (Provide the answer in percentage.)",HistoricalWeatherData_Expert,4,"The expert uses placeholders in the code to fetch data from an API, resulting in errors due to missing actual values.",Missing or invalid data source configuration
113.json,Algorithm-Generated,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,"What popular hiking trails to waterfalls in Yosemite National Park (more than 1,000 reviews on TripAdvisor) have been recommended to be fully accessible to wheelchairs by at least three different people and are highly rated (4.5/5 or more on average)?",Reviews_Expert,7,"Instead of browsing the web, the agent fabricates the process of data collection and verification.",Agent bypasses required external data verification process.
114.json,Algorithm-Generated,6b06d186921b8b390c65aebd0d16f09f60a47d2f1288ebe36953f734e84c0a3c,"What's the smallest house (based on square footage) that has at least 2 beds and 2 baths and was sold in Prince Edward Island between June 1, 2022 and May 15 2024 according to Zillow?",Verification_Expert,1,The code provided by the Verification_Expert is unreasonable.,Verification of external expert output failed.
115.json,Algorithm-Generated,4dbedc5e1a0205e14b7ff3ba89bce3060dab15d0ada3b7e1351a6f2aa8287aec,"How much did I save by purchasing a season pass instead of daily tickets for California's Great America in San Jose, if I planned to visit once a month in June, July, August, and September during the summer of 2024?",Verification_Expert,1,The agent fails to collect price data for the daily tickets and season passes for California's Great America in 2024.,Insufficient data collection for required cost comparison.
116.json,Algorithm-Generated,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,What's the lowest price a Single Family house was sold in Queen Anne in January 2023?,DataAnalysis_Expert,7,"The DataAnalysis_Expert generates data to answer the user's question, which is not the correct approach to solving the problem.",Agent misapplied data generation instead of retrieval.
117.json,Algorithm-Generated,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,"How much does it cost to send an envelope with 1-week delivery from Rio de Janeiro to NYC with DHL, USPS, or Fedex? (Format your answers as a list of jsons with the keys ""sender"" and ""price (usd)"" for each option you find)",JSON_Expert,0,The assistant provides an incorrect plan in response to an incorrect question.,Incorrect plan generation due to erroneous input processing.
118.json,Algorithm-Generated,9baaa267c95f9d8b75741ee9169c50563d297cfa592c20deaffd30dbc5984c74,"Based on recent years (2020-2023), how likely am I to hit a day with a max temperature (in Fahrenheit) over 95 if I travel to Houston, Texas during June? (provide the answer in percentage)",Statistics_Expert,1,"The agent assumes the existence of the file houston_weather_june_2020_2023.csv, which is not provided in the task. The agent should search for the data source and create the file before proceeding with the analysis.",Missing or inaccessible required data source.
119.json,Algorithm-Generated,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,Which gyms (not including gymnastics centers) in West Virginia are within 5 miles (by car) of the Mothman Museum?,Geometry_Expert,0,"The code is incorrect, as executing it returns no output.",Failure to produce output from code execution.
120.json,Algorithm-Generated,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Which restaurants (not takeaway only) within 1 blocks of Washington Square Park have vegan mains for under $15?,Vegan_Food_Expert,8,"The Vegan_Food_Expert provides information directly without taking the necessary actions, resulting in incorrect information being provided.",Agent action omission leading to information inaccuracy.
121.json,Algorithm-Generated,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,"What is the cheapest option to mail a DVD to Colombia from Hartford, Connecticut using FedEx, DHL, or USPS? (The answer should be a json object with the keys ""sender"" and ""price (usd)"")",Debugging_Expert,1,The code provided by the Debugging_Expert is incorrect and unrelated to the task.,Agent provided irrelevant or incorrect code.
122.json,Algorithm-Generated,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,Which bar is closest to Mummers Museum in Philadelphia and is wheel chair accessible?,BingAPI_Expert,3,The code provided by the BingAPI_Expert is incorrect.,Agent provided incorrect or invalid code.
123.json,Algorithm-Generated,4e615af6f0348597b4133cc1ec5418bb3f35328e3d95e23a275027cee97b5e09,"Which paintball places in Cologne, Germany are within a 10 minute walk from a karting track?",Paintball_Expert,3,"The Paintball_Expert provides incorrect addresses for karting tracks and paintball venues in Cologne, Germany. The expert should take the necessary steps to gather accurate information. These inaccuracies result in the failure of subsequent processes and exhaust the step limit.",Agent provided inaccurate foundational data for location-based matching.
124.json,Algorithm-Generated,6f224e7730ed027cbac73aebb1aea7f954053082041b02b19f4ff126a0a8a208,Which members of Fubo's Management Team joined the company during the same year Fubo's IPO happened?,Research_Expert,8,The code is incorrect because it did not import the perform_web_search function.,Missing or incorrect function import.
125.json,Algorithm-Generated,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Where can I take martial arts classes within a five-minute walk from the New York Stock Exchange after work (7-9 pm)?,MartialArts_Expert,5,"The expert does not verify the schedule; instead, it merely assumes that the schedule is correct.",Failure to verify critical information before acting.
126.json,Algorithm-Generated,9e31099fffa6a3891c94934fd4fc2f3f522d51c1904ff3561f3a10e4bf245821,Which of the people in the monday.com C-suite did not have a C-suite position during the company's IPO?,CorporateHistory_IPOs_MondayCom_Expert,5,"The CorporateHistory_IPOs_MondayCom_Expert repeatedly writes incorrect code and provides inaccurate information in step 5, leading to a false conclusion.",Agent provided inaccurate information due to faulty reasoning.
1.json,Hand-Crafted,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Where can I take martial arts classes within a five-minute walk from the New York Stock Exchange after work (7-9 pm)?,WebSurfer,12,WebSurfer clicks on an irrelevant website and disrupts the task-solving process.,Agent navigation to irrelevant resources causing process disruption.
2.json,Hand-Crafted,55f4258484c5b398956133128a50462a767da211f8f72aa5ac5bbffb9bcbba1a,What is the worst rated series (according to Rotten Tomatoes) with more than 1 season that Ted Danson has starred in and is available on Amazon Prime Video (US)?,WebSurfer,4,The information obtained by WebSurfer is neither reliable nor satisfies the requirements of the Orchestrator.,Agent provided unreliable or insufficient information.
3.json,Hand-Crafted,0a65cb96-cb6e-4a6a-8aae-c1084f613456,"During the first week of August 2015, one of the NASA Astronomy Pictures of the Day shows the lights of a city on the horizon. The namesake of this city also has a landmark building in Chicago named after him. What is the name of the architectural firm that designed this landmark building? Give the first name appearing in the name of the firm as of June 2023.",WebSurfer,32,The WebSurfer should find the clickable link to the APOD image for the first week of August 2015 and extract the city name from the image's description.,Failure to locate and extract required information from a specified source.
4.json,Hand-Crafted,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,"What popular hiking trails to waterfalls in Yosemite National Park (more than 1,000 reviews on TripAdvisor) have been recommended to be fully accessible to wheelchairs by at least three different people and are highly rated (4.5/5 or more on average)?",WebSurfer,8,"The WebSurfer should visit TripAdvisor pages for specific trails to verify the number of reviews, average rating, instead it over relys on search results.",Over-reliance on secondary data instead of primary source verification.
5.json,Hand-Crafted,ed58682d-bc52-4baa-9eb0-4eb81e1edacc,What is the last word before the second chorus of the King of Pop's fifth single from his sixth studio album?,WebSurfer,12,The WebSurfer did not provide the correct OCR text for the lyrics of the song 'Human Nature' by Michael Jackson in the bing search results.,Agent failed to retrieve accurate text data from web source.
6.json,Hand-Crafted,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,"What's the highest price a high-rise apartment was sold for in Mission Bay, San Francisco, in 2021?",Orchestrator,5,The agent does not verify the information and check whether the highest price of the house is located at Mission Bay. The search result is not accurate.,Failure to verify information accuracy against source data.
7.json,Hand-Crafted,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,"In the video https://www.youtube.com/watch?v=L1vXCYZAYYM, what is the highest number of bird species to be on camera simultaneously?",WebSurfer,8,"The WebSurfer directly reaches a conclusion without performing the correct actions, such as taking a screenshot and extracting the bird species.",Agent skipped required observation or verification steps.
8.json,Hand-Crafted,9e31099fffa6a3891c94934fd4fc2f3f522d51c1904ff3561f3a10e4bf245821,Which of the people in the monday.com C-suite did not have a C-suite position during the company's IPO?,WebSurfer,8,The WebSurfer does not click on useful information.,Agent fails to execute necessary navigation actions.
9.json,Hand-Crafted,e2d69698-bc99-4e85-9880-67eaccd66e6c,"As of August 2023, who is the only winner of the US version of Survivor to be born in the month of May?",Orchestrator,25,"The Orchestrator should not replan. The answer is in the previous step, while it should try to verify the birthdate of the provided winners one by one.",Failure to verify prior results before initiating new planning.
10.json,Hand-Crafted,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Which supermarkets within 2 blocks of Lincoln Park in Chicago have ready-to-eat salad for under $15?,Orchestrator,9,"The Orchestrator should not directly decide to check other criteria. In fact, WebSurfer did not provide a full list of supermarkets in the previous step.",Orchestrator overstepped by making decisions based on incomplete subordinate agent data.
